State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receiving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Eaton,Aetna Better Health,Prenatal Ob/Gyn,*,*,12,0,,*,2021,Comprehensive MCO
Michigan,Eaton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Eaton,United Healthcare,Prenatal Ob/Gyn,*,*,22,0.2,4,*,2022,Comprehensive MCO
Michigan,Eaton,Priority Health,Prenatal Ob/Gyn,*,*,21,0.2,4,*,2022,Comprehensive MCO
Michigan,Eaton,Molina,Prenatal Ob/Gyn,*,*,20,0,,*,2022,Comprehensive MCO
Michigan,Eaton,Meridian,Prenatal Ob/Gyn,35,513,27,0.068226121,6.228571429,2:01,2022,Comprehensive MCO
Michigan,Eaton,Mclaren Hp,Prenatal Ob/Gyn,100,"1,552",18,0.06443299,7.98,6:01,2022,Comprehensive MCO
Michigan,Eaton,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Eaton,Bcbs,Prenatal Ob/Gyn,61,875,19,0.069714286,7.196721311,4:01,2022,Comprehensive MCO
Michigan,Eaton,Aetna Better Health,Prenatal Ob/Gyn,*,*,15,0,,*,2022,Comprehensive MCO
Michigan,Eaton,United Healthcare,Prenatal Ob/Gyn,*,*,26,0.066666667,9,*,2023,Comprehensive MCO
Michigan,Eaton,Priority Health,Prenatal Ob/Gyn,*,*,22,0,,*,2023,Comprehensive MCO
Michigan,Eaton,Molina,Prenatal Ob/Gyn,20,199,27,0.100502513,6.85,1:02,2023,Comprehensive MCO
Michigan,Eaton,Meridian,Prenatal Ob/Gyn,43,657,29,0.065449011,5.837209302,2:01,2023,Comprehensive MCO
Michigan,Eaton,Mclaren Hp,Prenatal Ob/Gyn,142,"2,064",24,0.06879845,11.74647887,6:01,2023,Comprehensive MCO
Michigan,Eaton,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,1,1,4,*,2023,Comprehensive MCO
Michigan,Eaton,Bcbs,Prenatal Ob/Gyn,87,"1,240",23,0.07016129,7.793103448,4:01,2023,Comprehensive MCO
Michigan,Eaton,Aetna Better Health,Prenatal Ob/Gyn,*,*,12,0,,*,2023,Comprehensive MCO
Michigan,Eaton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Eaton,United Healthcare,Prenatal Ob/Gyn,19,525,24,0.036190476,6.684210526,1:02,2024,Comprehensive MCO
Michigan,Eaton,Priority Health,Prenatal Ob/Gyn,*,*,19,0.12195122,5,*,2024,Comprehensive MCO
Michigan,Eaton,Molina,Prenatal Ob/Gyn,20,247,24,0.08097166,8.1,1:02,2024,Comprehensive MCO
Michigan,Eaton,Meridian,Prenatal Ob/Gyn,35,719,26,0.04867872,8.142857143,2:01,2024,Comprehensive MCO
Michigan,Eaton,Mclaren Hp,Prenatal Ob/Gyn,222,"3,341",19,0.066447172,8.941441441,12:01,2024,Comprehensive MCO
Michigan,Eaton,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,11,0.024691358,4.9,*,2024,Comprehensive MCO
Michigan,Eaton,Bcbs,Prenatal Ob/Gyn,112,"1,547",25,0.07239819,6.9375,5:01,2024,Comprehensive MCO
Michigan,Eaton,Aetna Better Health,Prenatal Ob/Gyn,*,*,18,0.035794183,3.1875,*,2024,Comprehensive MCO
Michigan,Emmet,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0,,*,2020,Comprehensive MCO
Michigan,Emmet,United Healthcare,Prenatal Ob/Gyn,*,*,10,0.068181818,11.66666667,*,2020,Comprehensive MCO
Michigan,Emmet,Priority Health,Prenatal Ob/Gyn,*,*,5,0,,*,2020,Comprehensive MCO
Michigan,Emmet,Molina,Prenatal Ob/Gyn,*,*,9,0.045454545,3,*,2020,Comprehensive MCO
Michigan,Emmet,Meridian,Prenatal Ob/Gyn,*,*,13,0.041284404,10.88888889,*,2020,Comprehensive MCO
Michigan,Emmet,Mclaren Hp,Prenatal Ob/Gyn,*,*,10,0.06744868,7.47826087,*,2020,Comprehensive MCO
Michigan,Emmet,Bcbs,Prenatal Ob/Gyn,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Emmet,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Emmet,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0,,*,2021,Comprehensive MCO
Michigan,Emmet,Priority Health,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Emmet,Molina,Prenatal Ob/Gyn,*,*,6,0.078947368,8,*,2021,Comprehensive MCO
Michigan,Emmet,Meridian,Prenatal Ob/Gyn,*,*,8,0.045833333,4.454545455,*,2021,Comprehensive MCO
Michigan,Emmet,Mclaren Hp,Prenatal Ob/Gyn,26,436,8,0.059633028,6.884615385,4:01,2021,Comprehensive MCO
Michigan,Emmet,United Healthcare,Prenatal Ob/Gyn,*,*,7,0.031746032,1.5,*,2021,Comprehensive MCO
Michigan,Emmet,Bcbs,Prenatal Ob/Gyn,*,*,1,0,,*,2021,Comprehensive MCO
Michigan,Emmet,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Emmet,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0,,*,2022,Comprehensive MCO
Michigan,Emmet,United Healthcare,Prenatal Ob/Gyn,*,*,7,0.028571429,1.5,*,2022,Comprehensive MCO
Michigan,Emmet,Priority Health,Prenatal Ob/Gyn,*,*,4,0,,*,2022,Comprehensive MCO
Michigan,Emmet,Molina,Prenatal Ob/Gyn,*,*,7,0.104166667,5.2,*,2022,Comprehensive MCO
Michigan,Emmet,Meridian,Prenatal Ob/Gyn,*,*,7,0.074626866,7.15,*,2022,Comprehensive MCO
Michigan,Emmet,Mclaren Hp,Prenatal Ob/Gyn,36,523,8,0.068833652,12.08333333,5:01,2022,Comprehensive MCO
Michigan,Emmet,Bcbs,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Emmet,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Emmet,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,9,0,,*,2023,Comprehensive MCO
Michigan,Emmet,United Healthcare,Prenatal Ob/Gyn,*,*,8,0.053763441,6.4,*,2023,Comprehensive MCO
Michigan,Emmet,Priority Health,Prenatal Ob/Gyn,*,*,5,0,,*,2023,Comprehensive MCO
Michigan,Emmet,Molina,Prenatal Ob/Gyn,*,*,10,0.116883117,3.888888889,*,2023,Comprehensive MCO
Michigan,Emmet,Meridian,Prenatal Ob/Gyn,*,*,9,0.059171598,6.4,*,2023,Comprehensive MCO
Michigan,Emmet,Mclaren Hp,Prenatal Ob/Gyn,38,669,10,0.056801196,8.421052632,4:01,2023,Comprehensive MCO
Michigan,Emmet,Bcbs,Prenatal Ob/Gyn,*,*,7,0,,*,2023,Comprehensive MCO
Michigan,Emmet,Aetna Better Health,Prenatal Ob/Gyn,0,0,2,,,0,2023,Comprehensive MCO
Michigan,Emmet,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,9,0.166666667,1,*,2024,Comprehensive MCO
Michigan,Emmet,United Healthcare,Prenatal Ob/Gyn,*,*,13,0.069565217,8,*,2024,Comprehensive MCO
Michigan,Emmet,Priority Health,Prenatal Ob/Gyn,*,*,12,0.066666667,3.090909091,*,2024,Comprehensive MCO
Michigan,Emmet,Molina,Prenatal Ob/Gyn,14,129,12,0.108527132,5.071428571,2:01,2024,Comprehensive MCO
Michigan,Emmet,Meridian,Prenatal Ob/Gyn,22,371,12,0.059299191,5.181818182,2:01,2024,Comprehensive MCO
Michigan,Emmet,Mclaren Hp,Prenatal Ob/Gyn,39,794,12,0.049118388,11.12820513,4:01,2024,Comprehensive MCO
Michigan,Emmet,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2024,Comprehensive MCO
Michigan,Emmet,Bcbs,Prenatal Ob/Gyn,*,*,9,0.024193548,5,*,2024,Comprehensive MCO
Michigan,Emmet,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2024,Comprehensive MCO
Michigan,Genesee,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Genesee,Total Health Care,Prenatal Ob/Gyn,*,*,86,0,,*,2020,Comprehensive MCO
Michigan,Genesee,Priority Health,Prenatal Ob/Gyn,*,*,64,0,,*,2020,Comprehensive MCO
Michigan,Genesee,Molina,Prenatal Ob/Gyn,205,"3,340",226,0.061377246,12.31707317,1:02,2020,Comprehensive MCO
Michigan,Genesee,Meridian,Prenatal Ob/Gyn,193,"2,305",237,0.08373102,9.699481865,1:02,2020,Comprehensive MCO
Michigan,Genesee,United Healthcare,Prenatal Ob/Gyn,57,778,197,0.073264781,7.912280702,1:04,2020,Comprehensive MCO
Michigan,Genesee,Mclaren Hp,Prenatal Ob/Gyn,208,"2,856",195,0.072829132,17.30288462,2:01,2020,Comprehensive MCO
Michigan,Genesee,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,91,0.063882064,12.96153846,*,2020,Comprehensive MCO
Michigan,Genesee,Bcbs,Prenatal Ob/Gyn,189,"2,580",211,0.073255814,10.49206349,1:02,2020,Comprehensive MCO
Michigan,Genesee,Aetna Better Health,Prenatal Ob/Gyn,*,*,83,0,,*,2020,Comprehensive MCO
Michigan,Genesee,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0,,*,2021,Comprehensive MCO
Michigan,Genesee,United Healthcare,Prenatal Ob/Gyn,69,"1,066",160,0.064727955,10.50724638,1:03,2021,Comprehensive MCO
Michigan,Genesee,Total Health Care,Prenatal Ob/Gyn,*,*,62,0,,*,2021,Comprehensive MCO
Michigan,Genesee,Priority Health,Prenatal Ob/Gyn,*,*,107,0,,*,2021,Comprehensive MCO
Michigan,Genesee,Molina,Prenatal Ob/Gyn,254,"4,051",198,0.062700568,10.77559055,2:01,2021,Comprehensive MCO
Michigan,Genesee,Meridian,Prenatal Ob/Gyn,204,"2,786",203,0.073223259,10.22058824,2:01,2021,Comprehensive MCO
Michigan,Genesee,Mclaren Hp,Prenatal Ob/Gyn,278,"3,607",179,0.077072359,16.01798561,2:01,2021,Comprehensive MCO
Michigan,Genesee,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,89,0.072390572,13.69767442,*,2021,Comprehensive MCO
Michigan,Genesee,Bcbs,Prenatal Ob/Gyn,279,"3,380",172,0.082544379,9.652329749,2:01,2021,Comprehensive MCO
Michigan,Genesee,Aetna Better Health,Prenatal Ob/Gyn,*,*,71,0,,*,2021,Comprehensive MCO
Michigan,Genesee,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0.2,7,*,2022,Comprehensive MCO
Michigan,Genesee,United Healthcare,Prenatal Ob/Gyn,97,"1,397",161,0.069434503,11.21649485,1:02,2022,Comprehensive MCO
Michigan,Genesee,Priority Health,Prenatal Ob/Gyn,*,*,141,0.25,14.33333333,*,2022,Comprehensive MCO
Michigan,Genesee,Molina,Prenatal Ob/Gyn,360,"4,893",190,0.073574494,12.40555556,2:01,2022,Comprehensive MCO
Michigan,Genesee,Meridian,Prenatal Ob/Gyn,265,"3,319",199,0.079843326,12.65660377,2:01,2022,Comprehensive MCO
Michigan,Genesee,Mclaren Hp,Prenatal Ob/Gyn,347,"4,472",184,0.077593918,17.67435159,2:01,2022,Comprehensive MCO
Michigan,Genesee,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,94,0.092936803,11.93333333,*,2022,Comprehensive MCO
Michigan,Genesee,Bcbs,Prenatal Ob/Gyn,339,"4,275",162,0.079298246,10.50442478,3:01,2022,Comprehensive MCO
Michigan,Genesee,Aetna Better Health,Prenatal Ob/Gyn,*,*,66,0,,*,2022,Comprehensive MCO
Michigan,Genesee,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0,,*,2023,Comprehensive MCO
Michigan,Genesee,United Healthcare,Prenatal Ob/Gyn,143,"1,881",169,0.076023392,13.42657343,1:02,2023,Comprehensive MCO
Michigan,Genesee,Priority Health,Prenatal Ob/Gyn,*,*,140,0.162162162,2,*,2023,Comprehensive MCO
Michigan,Genesee,Molina,Prenatal Ob/Gyn,511,"6,333",199,0.080688457,13.63209393,3:01,2023,Comprehensive MCO
Michigan,Genesee,Meridian,Prenatal Ob/Gyn,351,"4,278",206,0.082047686,13.24786325,2:01,2023,Comprehensive MCO
Michigan,Genesee,Mclaren Hp,Prenatal Ob/Gyn,449,"5,992",187,0.074933244,15.97104677,3:01,2023,Comprehensive MCO
Michigan,Genesee,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,101,0.082075472,16.73563218,*,2023,Comprehensive MCO
Michigan,Genesee,Bcbs,Prenatal Ob/Gyn,468,"5,830",172,0.080274443,10.79273504,3:01,2023,Comprehensive MCO
Michigan,Genesee,Aetna Better Health,Prenatal Ob/Gyn,*,*,62,0.6,6.333333333,*,2023,Comprehensive MCO
Michigan,Genesee,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0.166666667,1,*,2024,Comprehensive MCO
Michigan,Genesee,United Healthcare,Prenatal Ob/Gyn,229,"2,609",165,0.087773093,14.1441048,2:01,2024,Comprehensive MCO
Michigan,Genesee,Priority Health,Prenatal Ob/Gyn,*,*,150,0.137931034,6.625,*,2024,Comprehensive MCO
Michigan,Genesee,Molina,Prenatal Ob/Gyn,801,"8,720",203,0.091857798,15.46067416,4:01,2024,Comprehensive MCO
Michigan,Genesee,Meridian,Prenatal Ob/Gyn,558,"5,741",206,0.097195611,15.97132616,3:01,2024,Comprehensive MCO
Michigan,Genesee,Mclaren Hp,Prenatal Ob/Gyn,689,"8,142",182,0.084622943,17.02612482,4:01,2024,Comprehensive MCO
Michigan,Genesee,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,120,0.103353867,16.34437086,*,2024,Comprehensive MCO
Michigan,Genesee,Bcbs,Prenatal Ob/Gyn,733,"7,998",190,0.091647912,11.77899045,4:01,2024,Comprehensive MCO
Michigan,Genesee,Aetna Better Health,Prenatal Ob/Gyn,*,*,71,0.117647059,10.5,*,2024,Comprehensive MCO
Michigan,Gladwin,Priority Health,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Gladwin,Molina,Prenatal Ob/Gyn,*,*,6,0.072072072,6.625,*,2020,Comprehensive MCO
Michigan,Gladwin,Meridian,Prenatal Ob/Gyn,*,*,6,0.023255814,41.25,*,2020,Comprehensive MCO
Michigan,Gladwin,Mclaren Hp,Prenatal Ob/Gyn,*,*,4,0.064935065,16.6,*,2020,Comprehensive MCO
Michigan,Gladwin,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Gladwin,United Healthcare,Prenatal Ob/Gyn,*,*,5,0.1,2.333333333,*,2020,Comprehensive MCO
Michigan,Gladwin,Bcbs,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Gladwin,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Gladwin,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Gladwin,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.166666667,7.142857143,*,2021,Comprehensive MCO
Michigan,Gladwin,Priority Health,Prenatal Ob/Gyn,0,0,3,,,0,2021,Comprehensive MCO
Michigan,Gladwin,Molina,Prenatal Ob/Gyn,20,284,4,0.070422535,5.45,5:01,2021,Comprehensive MCO
Michigan,Gladwin,Meridian,Prenatal Ob/Gyn,*,*,4,0.014354067,4,*,2021,Comprehensive MCO
Michigan,Gladwin,Mclaren Hp,Prenatal Ob/Gyn,*,*,4,0.082474227,13.5625,*,2021,Comprehensive MCO
Michigan,Gladwin,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2021,Comprehensive MCO
Michigan,Gladwin,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Gladwin,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.102040816,5.8,*,2022,Comprehensive MCO
Michigan,Gladwin,Priority Health,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Gladwin,Molina,Prenatal Ob/Gyn,25,347,4,0.07204611,5.64,7:01,2022,Comprehensive MCO
Michigan,Gladwin,Meridian,Prenatal Ob/Gyn,*,*,4,0.048689139,4.769230769,*,2022,Comprehensive MCO
Michigan,Gladwin,Mclaren Hp,Prenatal Ob/Gyn,19,262,4,0.072519084,12.15789474,5:01,2022,Comprehensive MCO
Michigan,Gladwin,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Gladwin,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2022,Comprehensive MCO
Michigan,Gladwin,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Gladwin,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.088235294,3.166666667,*,2023,Comprehensive MCO
Michigan,Gladwin,Priority Health,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Gladwin,Molina,Prenatal Ob/Gyn,36,453,4,0.079470199,5.583333333,9:01,2023,Comprehensive MCO
Michigan,Gladwin,Meridian,Prenatal Ob/Gyn,*,*,4,0.083333333,5.107142857,*,2023,Comprehensive MCO
Michigan,Gladwin,Mclaren Hp,Prenatal Ob/Gyn,30,329,4,0.09118541,7.233333333,8:01,2023,Comprehensive MCO
Michigan,Gladwin,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Gladwin,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Gladwin,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Gladwin,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Gladwin,United Healthcare,Prenatal Ob/Gyn,*,*,2,0.095238095,4.25,*,2024,Comprehensive MCO
Michigan,Gladwin,Priority Health,Prenatal Ob/Gyn,*,*,1,0,,*,2024,Comprehensive MCO
Michigan,Gladwin,Molina,Prenatal Ob/Gyn,50,566,4,0.088339223,7.64,13:01,2024,Comprehensive MCO
Michigan,Gladwin,Meridian,Prenatal Ob/Gyn,*,*,4,0.091121495,9.384615385,*,2024,Comprehensive MCO
Michigan,Gladwin,Mclaren Hp,Prenatal Ob/Gyn,49,452,4,0.10840708,10.20408163,13:01,2024,Comprehensive MCO
Michigan,Gladwin,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2024,Comprehensive MCO
Michigan,Gladwin,Bcbs,Prenatal Ob/Gyn,*,*,2,0.056338028,13,*,2024,Comprehensive MCO
Michigan,Gogebic,Molina,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Gogebic,Meridian,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Gogebic,Mclaren Hp,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Gogebic,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Gogebic,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Gogebic,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0.043243243,2.8125,*,2020,Comprehensive MCO
Michigan,Gogebic,United Healthcare,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Gogebic,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Gogebic,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,3,0.043378995,2.473684211,*,2021,Comprehensive MCO
Michigan,Gogebic,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Gogebic,Meridian,Prenatal Ob/Gyn,*,*,1,0,,*,2021,Comprehensive MCO
Michigan,Gogebic,Mclaren Hp,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Gogebic,Meridian,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Gogebic,Mclaren Hp,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Bcbs,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Molina,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Priority Health,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Gogebic,United Healthcare,Prenatal Ob/Gyn,0,0,3,,,0,2022,Comprehensive MCO
Michigan,Gogebic,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,5,0.031835206,1.411764706,*,2022,Comprehensive MCO
Michigan,Gogebic,United Healthcare,Prenatal Ob/Gyn,0,0,4,,,0,2023,Comprehensive MCO
Michigan,Gogebic,Priority Health,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Gogebic,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0.034899329,3,*,2023,Comprehensive MCO
Michigan,Gogebic,Molina,Prenatal Ob/Gyn,0,0,3,,,0,2023,Comprehensive MCO
Michigan,Gogebic,Meridian,Prenatal Ob/Gyn,*,*,4,0,,*,2023,Comprehensive MCO
Michigan,Gogebic,Mclaren Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Gogebic,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Gogebic,Bcbs,Prenatal Ob/Gyn,0,0,3,,,0,2023,Comprehensive MCO
Michigan,Gogebic,Aetna Better Health,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Gogebic,Meridian,Prenatal Ob/Gyn,*,*,3,0,,*,2024,Comprehensive MCO
Michigan,Gogebic,Mclaren Hp,Prenatal Ob/Gyn,0,0,2,,,0,2024,Comprehensive MCO
Michigan,Gogebic,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2024,Comprehensive MCO
Michigan,Gogebic,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Gogebic,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2024,Comprehensive MCO
Michigan,Gogebic,Molina,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Gogebic,Priority Health,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Gogebic,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0.041489362,2.794871795,*,2024,Comprehensive MCO
Michigan,Gogebic,United Healthcare,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0.166666667,8,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Mclaren Hp,Prenatal Ob/Gyn,*,*,23,0.033707865,10.44444444,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Aetna Better Health,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Grand Traverse,United Healthcare,Prenatal Ob/Gyn,*,*,19,0.087837838,4.461538462,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Bcbs,Prenatal Ob/Gyn,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Priority Health,Prenatal Ob/Gyn,*,*,9,0,,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Molina,Prenatal Ob/Gyn,*,*,23,0.032520325,7,*,2020,Comprehensive MCO
Michigan,Grand Traverse,Meridian,Prenatal Ob/Gyn,83,"1,060",31,0.078301887,6.385542169,3:01,2020,Comprehensive MCO
Michigan,Grand Traverse,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Grand Traverse,United Healthcare,Prenatal Ob/Gyn,14,205,20,0.068292683,4.142857143,1:02,2021,Comprehensive MCO
Michigan,Grand Traverse,Molina,Prenatal Ob/Gyn,*,*,24,0.060747664,3.769230769,*,2021,Comprehensive MCO
Michigan,Grand Traverse,Bcbs,Prenatal Ob/Gyn,*,*,9,0,,*,2021,Comprehensive MCO
Michigan,Grand Traverse,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Grand Traverse,Meridian,Prenatal Ob/Gyn,80,"1,286",28,0.062208398,5.9125,3:01,2021,Comprehensive MCO
Michigan,Grand Traverse,Total Health Care,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Grand Traverse,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0,,*,2021,Comprehensive MCO
Michigan,Grand Traverse,Mclaren Hp,Prenatal Ob/Gyn,19,384,21,0.049479167,9.789473684,1:02,2021,Comprehensive MCO
Michigan,Grand Traverse,Priority Health,Prenatal Ob/Gyn,*,*,13,0,,*,2021,Comprehensive MCO
Michigan,Grand Traverse,Mclaren Hp,Prenatal Ob/Gyn,22,523,25,0.04206501,9.818181818,1:02,2022,Comprehensive MCO
Michigan,Grand Traverse,Bcbs,Prenatal Ob/Gyn,*,*,11,0,,*,2022,Comprehensive MCO
Michigan,Grand Traverse,United Healthcare,Prenatal Ob/Gyn,*,*,18,0.062730627,3.470588235,*,2022,Comprehensive MCO
Michigan,Grand Traverse,Aetna Better Health,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Grand Traverse,Priority Health,Prenatal Ob/Gyn,*,*,10,0,,*,2022,Comprehensive MCO
Michigan,Grand Traverse,Molina,Prenatal Ob/Gyn,17,273,24,0.062271062,4.823529412,1:02,2022,Comprehensive MCO
Michigan,Grand Traverse,Meridian,Prenatal Ob/Gyn,93,"1,497",26,0.062124248,4.602150538,4:01,2022,Comprehensive MCO
Michigan,Grand Traverse,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0,,*,2022,Comprehensive MCO
Michigan,Grand Traverse,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0,,*,2023,Comprehensive MCO
Michigan,Grand Traverse,Mclaren Hp,Prenatal Ob/Gyn,35,692,26,0.050578035,8.685714286,2:01,2023,Comprehensive MCO
Michigan,Grand Traverse,Bcbs,Prenatal Ob/Gyn,*,*,13,0,,*,2023,Comprehensive MCO
Michigan,Grand Traverse,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Grand Traverse,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Grand Traverse,Priority Health,Prenatal Ob/Gyn,*,*,13,0,,*,2023,Comprehensive MCO
